epoch,train_loss,train_field,train_peak,val_loss,val_field,val_peak,lr
25,0.18113386650618754,0.15363890403195432,0.27494961886029495,0.15099873207509518,0.10904578678309917,0.41952943429350853,0.001
26,0.2278422127036672,0.19958142230385228,0.2826078942927875,0.17140782438218594,0.1568156685680151,0.14592155441641808,0.001
27,0.2293735597478716,0.19737557988417775,0.31997978361323476,0.132312448695302,0.11405683308839798,0.1825561635196209,0.001
28,0.21417577486289174,0.18505754008104927,0.2911823470341532,0.12429733015596867,0.10781009495258331,0.16487233061343431,0.001
29,0.2289620549663117,0.19656646839882197,0.32395585518526404,0.1260599121451378,0.10469065979123116,0.21369250863790512,0.001
30,0.20465979411413796,0.17731677093788198,0.27343021058722544,0.3248136639595032,0.2855363115668297,0.3927735462784767,0.001
31,0.18121210407269628,0.15480667411496765,0.2640543051652218,0.3394959457218647,0.3159961365163326,0.23499801382422447,0.001
32,0.1637275952257608,0.14085219045610806,0.22875405671565155,0.19535819441080093,0.16266289725899696,0.3269529491662979,0.001
33,0.14983970034671457,0.13303789957181403,0.16801802049341955,0.11748089175671339,0.0953205181285739,0.22160373255610466,0.001
34,0.1420182004374893,0.1242524414862457,0.17765758742921448,0.13571512512862682,0.10124830156564713,0.344668235629797,0.001
35,0.12997890155958503,0.115348167325321,0.14630733567633128,0.13210323825478554,0.11837983131408691,0.13723403587937355,0.001
36,0.17802076002484873,0.1550322378936567,0.22988523405633474,0.14903763495385647,0.12546087428927422,0.23576758988201618,0.001
37,0.18199907851062322,0.1568088202100051,0.25190257834956836,0.14331099949777126,0.12379884719848633,0.19512151926755905,0.001
38,0.12335421674345669,0.10762288911562216,0.1573132732638011,0.12552478909492493,0.10930485837161541,0.1621993025764823,0.001
39,0.11655680050975398,0.10172697970349538,0.14829820610190692,0.14259744249284267,0.12262576259672642,0.19971677381545305,0.001
40,0.13623275813695632,0.11842886936899863,0.1780388799594029,0.09884676337242126,0.08039805851876736,0.18448705039918423,0.001
41,0.11662812580011393,0.10441454441139572,0.12213580957368801,0.13420038484036922,0.12355418503284454,0.10646200459450483,0.001
42,0.10283736766953218,0.08852068344621282,0.14316684399780474,0.09934217110276222,0.08499678876250982,0.14345382805913687,0.001
43,0.12577450902838455,0.1064850192909178,0.1928948978648374,0.15044362843036652,0.1276086214929819,0.22835005633533,0.001
44,0.10603493334431398,0.08787651565906249,0.18158417449969994,0.0983586236834526,0.08157532289624214,0.16783301159739494,0.001
45,0.10009443083483922,0.08673918129582155,0.13355249637051633,0.09957026597112417,0.08749550301581621,0.12074762303382158,0.001
46,0.10661344171354645,0.09050947300305492,0.16103968038958938,0.08138835430145264,0.07168943993747234,0.09698913898319006,0.001
47,0.08820469461773571,0.07442318741232157,0.1378150754363129,0.06581700779497623,0.05345493368804455,0.12362076039426029,0.001
48,0.08165035043892108,0.07189229787572433,0.09758052209049072,0.07637692242860794,0.06592527963221073,0.10451643192209303,0.001
49,0.09141392682335879,0.08113499573971096,0.10278930390057595,0.0668987543322146,0.04675667267292738,0.20142081659287214,0.001
50,0.07635302929893921,0.06713433142163251,0.09218697811133768,0.12225280329585075,0.1057594008743763,0.1649340558797121,0.001
51,0.10049611643741005,0.0876014869856207,0.1289462928513163,0.0652150590904057,0.051592711359262466,0.13622347032651305,0.001
52,0.10681962006186184,0.09271540679037571,0.14104212291146578,0.08435514196753502,0.0773521326482296,0.07003010250627995,0.001
53,0.06842849918298032,0.058653649628946654,0.09774849201111417,0.05691787414252758,0.046073938719928265,0.10843934770673513,0.001
54,0.07882943582770072,0.06301319898155175,0.15816237022610088,0.07154449820518494,0.06094319932162762,0.10601300373673439,0.001
55,0.07153412464417909,0.0622053495853355,0.09328774653228097,0.0487887067720294,0.04340798268094659,0.053807238524314016,0.001
56,0.07222298307246283,0.061829963061762486,0.1039301972885273,0.09827939607203007,0.09256385918706656,0.057155366986989975,0.001
57,0.0609393819774452,0.05209952788917642,0.08839854258602779,0.10979941673576832,0.08963540755212307,0.20164011046290398,0.001
58,0.0775875256543881,0.06671205898256678,0.10875466725739993,0.04926131945103407,0.03909044712781906,0.10170873114839196,0.001
59,0.06267666409870512,0.05398961347772887,0.08687050633230492,0.05424848757684231,0.04347597621381283,0.10772513109259307,0.001
60,0.08332200289556854,0.07318368985464699,0.10138313066655476,0.05997277935966849,0.05030464148148894,0.09668138436973095,0.001
61,0.0698580081133466,0.06042153579428008,0.0943647202496466,0.09422002360224724,0.07301683910191059,0.21203182823956013,0.001
62,0.07356767292673651,0.060452568736907686,0.1311510419963222,0.04663462843745947,0.03983674757182598,0.06797880865633488,0.001
63,0.10483734848860063,0.09036860017007903,0.14468748313619903,0.0914269145578146,0.0799116026610136,0.11515312641859055,0.001
64,0.07649503099290948,0.06805286889797763,0.0844216208267761,0.08707897830754519,0.07553907483816147,0.11539901839569211,0.001
65,0.059173917888026485,0.04968646688288764,0.09487450769857357,0.05044539179652929,0.037389196921139956,0.13056193850934505,0.001
66,0.05734489809133505,0.049319886945580184,0.08025011113893829,0.06868008710443974,0.04260398540645838,0.2607609899714589,0.001
67,0.05273935188980479,0.044109584812663104,0.08629766405609093,0.07677843980491161,0.06616849452257156,0.10609944979660213,0.001
68,0.05500100974581743,0.04860672854671353,0.06394280642761212,0.06604994600638747,0.05487537104636431,0.11174575472250581,0.001
69,0.05707954791815657,0.04852162576035449,0.08557921652314499,0.055450182408094406,0.0461796666495502,0.0927051492035389,0.001
70,0.060330743999465516,0.048284769695448246,0.12045974110400207,0.12988807633519173,0.1082299891859293,0.21658085193485022,0.001
71,0.06219984840993818,0.05249919090420008,0.09700657044978518,0.04493688698858023,0.03604989964514971,0.08886987902224064,0.001
72,0.06002576453121085,0.05114627997145841,0.08879483883318148,0.05199568439275026,0.03967891680076718,0.12316767685115337,0.001
73,0.07091271607695442,0.06267050212543261,0.08242214029948962,0.08296776283532381,0.07820323016494513,0.047645318787544966,0.001
74,0.04694115493054453,0.040624474371342284,0.06316680740565062,0.03224177239462733,0.02686881786212325,0.05372954811900854,0.001
75,0.05262702585835206,0.045788726132167015,0.06838299828507986,0.0828405860811472,0.0648768125101924,0.17963775340467691,0.001
76,0.06768761614435598,0.0575236792333032,0.10163936920856174,0.044899101834744215,0.03513739863410592,0.09761704318225384,0.001
77,0.06389829888939857,0.05542476583076151,0.08473532453277394,0.0503328749909997,0.04201033618301153,0.08322538807988167,0.001
78,0.07034226663802799,0.06174568361357639,0.08596583216843244,0.05245047528296709,0.04348364705219865,0.0896682795137167,0.001
79,0.07144429387622758,0.06063166790102657,0.10812625539562616,0.06423439085483551,0.054112265817821026,0.10122125595808029,0.001
80,0.05955576661385988,0.051059621876399765,0.08496144923724626,0.03968698065727949,0.02952317614108324,0.1016380520304665,0.001
81,0.049715739527815266,0.04333113276056553,0.06384606419229194,0.048868211917579174,0.042771161533892155,0.06097051757387817,0.001
82,0.07107463214350374,0.061899785197487005,0.09174846928860796,0.09297144412994385,0.079914266243577,0.13057178258895874,0.001
83,0.0528443254236328,0.043737829515808506,0.0910649573381402,0.04112884635105729,0.03425139561295509,0.06877451390028,0.001
84,0.049771825145733986,0.0435894476249814,0.06182377232777837,0.08796928822994232,0.0793930646032095,0.08576223719865084,0.001
85,0.07921073105382292,0.06737936611630414,0.11831365327203744,0.06394247151911259,0.0568134943023324,0.07128976657986641,0.001
86,0.056161951224662755,0.0468142501225597,0.09347701107004755,0.040832728147506714,0.03195615112781525,0.08876577345654368,0.001
87,0.053125523030757904,0.044362068568405355,0.08763453805525052,0.04002199415117502,0.03532895026728511,0.046930434880778193,0.001
88,0.04930838883707398,0.042661912984361776,0.06646475523685742,0.029018530622124672,0.02418992994353175,0.04828600585460663,0.001
89,0.041826992393716386,0.03623417211010268,0.05592820609576608,0.033086979296058416,0.03087123716250062,0.022157425992190838,0.001
90,0.03918724315927217,0.03320637757056638,0.059808656769363505,0.04914321377873421,0.041808134876191616,0.07335078192409128,0.001
91,0.036136708271346595,0.032091629495354074,0.040450788752518986,0.038425685837864876,0.03534064115956426,0.030850452836602926,0.001
92,0.04008366946915263,0.03292376523543345,0.0715990427170733,0.06147713493555784,0.05292113870382309,0.08555996138602495,0.001
93,0.06343344099035389,0.05010149069130421,0.13331949650800148,0.031975999008864164,0.027860930655151606,0.04115068633109331,0.001
94,0.043374688266531417,0.03599082269264679,0.07383865483203217,0.040719798766076565,0.029481647070497274,0.1123815169557929,0.001
95,0.05645863726539047,0.046110886541244234,0.10347750800122556,0.03865912929177284,0.02967149531468749,0.0898763338336721,0.001
96,0.04265136252108373,0.03421530708376514,0.0843605509297432,0.03836902976036072,0.03013462619856,0.0823440384119749,0.001
97,0.04432696442266828,0.03777787829504201,0.06549086115372024,0.04609603434801102,0.03717226441949606,0.08923769742250443,0.001
98,0.05339445703123745,0.04551873419825968,0.07875723309667879,0.021364028099924326,0.018799783196300268,0.025642444961704314,0.001
99,0.06082170956621045,0.051096292506707344,0.09725416584038421,0.030589182395488024,0.026720139663666487,0.038690430810675025,0.001
100,0.051137232270679976,0.044830262121793474,0.06306970194227209,0.04456794401630759,0.03619635757058859,0.08371585421264172,0.001
101,0.055638237464192664,0.04745093566414557,0.08187301581921547,0.0226044119335711,0.019762539071962237,0.028418733039870858,0.001
102,0.03697514038925108,0.03191931406036019,0.05055826416508736,0.034650167217478156,0.02710770000703633,0.07542466733139008,0.001
103,0.04170795265389116,0.0356500992355378,0.060578532443430866,0.023852790938690305,0.019308120477944613,0.04544670507311821,0.001
104,0.03574221640041,0.030303091055860643,0.05439125392340908,0.023303809575736523,0.01867503020912409,0.04628779529593885,0.001
105,0.06241642071032211,0.05181328743990315,0.10603133163807031,0.04477718658745289,0.037487286143004894,0.07289900339674205,0.001
106,0.06185326416437563,0.05341727178739874,0.08435992504421033,0.048159245401620865,0.04530438594520092,0.028548591944854707,0.001
107,0.04006334546169168,0.03502894793392012,0.05034397169334912,0.04188352730125189,0.03689049882814288,0.04993028473109007,0.001
108,0.043197609827314555,0.03698532881313249,0.06212280919824384,0.03448823560029268,0.02967341849580407,0.04814817197620869,0.001
109,0.03657198177748605,0.031523091522486585,0.05048890251323188,0.04143944941461086,0.036216520704329014,0.05222928524017334,0.001
110,0.042011954576561324,0.035158321016321055,0.06853633619060642,0.04318112367764115,0.028464335948228836,0.1471678875386715,0.001
111,0.06420449255720566,0.05572026472930845,0.08484227459044441,0.0894221793860197,0.08127115946263075,0.08151020389050245,0.001
112,0.04742883729111207,0.040862623675677334,0.06566213794346702,0.026918363757431507,0.02376729715615511,0.031510667060501873,0.001
113,0.039032530235616786,0.0318618462371983,0.0717068389303198,0.028887426014989614,0.02545539988204837,0.03432025745860301,0.001
114,0.048245999962091446,0.03966745256299251,0.08578547213447134,0.07910015154629946,0.0748292999342084,0.042708490043878555,0.0005
115,0.027284734759871896,0.02361564397027618,0.03669090766312653,0.022897731978446245,0.018154076300561428,0.04743654979392886,0.0005
116,0.025463512853572245,0.02160997176542878,0.0385354125602661,0.02941442420706153,0.023955245036631823,0.05459178704768419,0.0005
117,0.0249304368258699,0.020355189243625654,0.045752475614120304,0.03171815723180771,0.02371299732476473,0.0800515990704298,0.0005
118,0.026078463924166403,0.02173010284375203,0.043483609921838105,0.021563252434134483,0.017810977762565017,0.03752274450380355,0.0005
119,0.02842771507015354,0.02497801571888359,0.03449699153670257,0.018895033048465848,0.016204183222725987,0.026908499014098197,0.0005
120,0.021851388811084786,0.01898566199662654,0.028657267703429648,0.025383456610143185,0.01809629937633872,0.07287157187238336,0.0005
121,0.023140774794707174,0.019506038583226894,0.03634736247017587,0.021216440945863724,0.018563111778348684,0.02653329102031421,0.0005
122,0.023794798008901507,0.020097803324460983,0.03696994595597253,0.021167767699807882,0.019252914935350418,0.019148532475810498,0.0005
123,0.02357249302593501,0.020136022964786542,0.034364700513450724,0.03537809941917658,0.030530736781656742,0.048473617527633905,0.0005
124,0.02570942610404209,0.02140438390013419,0.043050421499892286,0.014815181028097868,0.012553209904581308,0.02261971274856478,0.0005
125,0.020957888545174348,0.018431627142586206,0.02526261412391537,0.020051082596182823,0.016077564330771565,0.03973518451675773,0.0005
126,0.022852088202183183,0.01966198906302452,0.0319009911342475,0.027850753627717495,0.0210882225073874,0.06762530677951872,0.0005
127,0.023094758513922755,0.01981563150490585,0.032791270610974414,0.032683768309652805,0.031298923306167126,0.013848454458639026,0.0005
128,0.02002674961266549,0.017600049583339376,0.024267000513837525,0.026482030283659697,0.019723056349903345,0.06758973863907158,0.0005
129,0.02136900614162809,0.018228822828907715,0.03140183323136482,0.016956179635599256,0.01474258885718882,0.022135907493066043,0.0005
130,0.019899888209214334,0.0171067721553539,0.027931160912358838,0.022355234948918223,0.017775349086150527,0.04579885629937053,0.0005
131,0.019844373492033857,0.01724931244787417,0.025950611274885505,0.03153384802863002,0.02543662767857313,0.060972196981310844,0.0005
132,0.02059736938558911,0.018096465764469223,0.02500903534114753,0.019228308461606503,0.014095271239057183,0.05133037222549319,0.0005
133,0.019566475389231192,0.01647557381932673,0.030909016611985862,0.01635868870653212,0.01479997206479311,0.015587170259095728,0.0005
134,0.01968361689758144,0.016424455508393675,0.03259161433303043,0.02131549478508532,0.016942441929131746,0.043730528210289776,0.0005
135,0.023758738693830214,0.020474878924065514,0.03283859622713767,0.019884672248736024,0.017290311865508556,0.025943598710000515,0.0005
136,0.022349643202400522,0.018198224250227213,0.04151419012219106,0.016336162807419896,0.013802987756207585,0.025331750395707786,0.0005
137,0.026925043693106426,0.023130236512148065,0.03794807146033762,0.017127241007983685,0.01543918950483203,0.016880510025657713,0.0005
138,0.019175807626819925,0.016271200864330718,0.029046066644552507,0.019814783008769155,0.017282413318753242,0.02532369759865105,0.0005
139,0.025240380684600064,0.021596412296946112,0.03643968288394574,0.024771752767264843,0.022511189337819815,0.02260563347954303,0.0005
140,0.021747297705396226,0.017901686240771885,0.03845611369041236,0.014891506405547261,0.013535954989492893,0.013555514859035611,0.00025
141,0.01839671622177488,0.01563971288698284,0.027570031595563416,0.019973822636529803,0.015754409367218614,0.042194130131974816,0.00025
142,0.01696709148879898,0.014480717823301492,0.024863736734627502,0.013533051125705242,0.011957189999520779,0.01575860785669647,0.00025
143,0.0169408127028299,0.014894385086862664,0.020464276202562217,0.013158092740923166,0.01153636071830988,0.016217323835007846,0.00025
144,0.017784799645213706,0.015478195524529406,0.023066041320194734,0.014944513561204076,0.012841160991229117,0.021033523225924,0.00025
145,0.0187682350117125,0.016112240595056823,0.026559944448404406,0.03662591055035591,0.0327168945223093,0.03909016400575638,0.00025
146,0.020271373839166603,0.017752293619866435,0.0251908016415607,0.016820797929540277,0.014591134618967772,0.022296636045211926,0.00025
147,0.015855240145404088,0.013806092454806754,0.020491476428057803,0.012395336059853435,0.01096215471625328,0.014331815182231367,0.00025
148,0.016065477148482676,0.014328274655302889,0.017372025179946304,0.012848312268033624,0.010888391174376011,0.01959921041270718,0.00025
149,0.016152045959116595,0.013763380065364273,0.023886658508624686,0.01250132592394948,0.011036337120458484,0.014649887554696761,0.00025
150,0.015149537351374564,0.013157186515041087,0.019923508056978647,0.01355966948904097,0.010886098258197308,0.0267357089323923,0.00025
151,0.015427266590689359,0.01321219346535049,0.02215073094703257,0.0188433148432523,0.016422029118984938,0.02421285945456475,0.00025
152,0.016167915842838977,0.01385378474859815,0.02314131078463489,0.014161597704514861,0.011705415206961334,0.024561823229305446,0.00025
153,0.014630731464804788,0.012752279075548836,0.01878452335949987,0.012909019947983325,0.011389091145247221,0.015199288580333814,0.00025
154,0.0144819094750442,0.01260250944056009,0.0187940001089469,0.0123390001244843,0.01005359087139368,0.022854090842884034,0.00025
155,0.016348405373527816,0.014214279130101204,0.021341262072765904,0.023007498588413,0.019764311611652374,0.03243186650797725,0.00025
156,0.014582839402321138,0.012815791672389758,0.017670478059076948,0.013331791153177619,0.010593565064482391,0.027382259722799063,0.00025
157,0.01647650933285293,0.013777895781554673,0.026986135678414843,0.016451891977339983,0.012599887326359749,0.038520047441124916,0.00025
158,0.015244385399120418,0.013172818543879609,0.02071566749547951,0.017524286173284054,0.015317956218495965,0.02206329850014299,0.00025
159,0.015160457770291128,0.013102903153355184,0.02057554577109649,0.019083491526544094,0.017800886649638414,0.012826047837734222,0.00025
160,0.017790489094822032,0.015258190981847676,0.0253229803699804,0.014607083983719349,0.012135115452110767,0.024719687353353947,0.00025
161,0.014666123119624038,0.012958825247264221,0.01707297854897517,0.01607785699889064,0.013876402517780662,0.022014548536390066,0.00025
162,0.015704095094023568,0.013870111740145245,0.01833983247266396,0.013056561932899058,0.010419919155538082,0.02636642544530332,0.00025
163,0.014250947138000476,0.012315373965784124,0.019355731189103897,0.011381115531548858,0.009485878748819232,0.018952365673612803,0.00025
164,0.014740366831813989,0.01232496335318214,0.0241540347373015,0.017912941752001643,0.015047382563352585,0.028655591886490583,0.00025
165,0.0161067792704623,0.014202069000978219,0.01904710191669629,0.029647703748196363,0.026099087204784155,0.035486164735630155,0.00025
166,0.01636339444667101,0.013900369050373373,0.024630253013272426,0.01340789208188653,0.011187826050445437,0.022200662089744583,0.00025
167,0.013728029731857149,0.011833090139062781,0.018949396467130435,0.012202845304273069,0.010058928979560733,0.02143916038039606,0.00025
168,0.013777224248961398,0.012053158281272963,0.017240659039663642,0.020204443018883467,0.017272968776524067,0.029314745857845992,0.00025
169,0.014761118585930058,0.012653580106990902,0.021075383695700254,0.01401889615226537,0.011361666489392519,0.026572295289952308,0.00025
170,0.014269565207589614,0.012322451306605026,0.019471138737188948,0.023303543217480183,0.02119090734049678,0.021126359468325973,0.00025
171,0.014484208101700796,0.012049977937223096,0.024342301938112973,0.014968753093853593,0.013404365163296461,0.015643879771232605,0.00025
172,0.015020497241302541,0.012783212525966136,0.022372847606771086,0.016686635790392756,0.01278891135007143,0.03897724609123543,0.00025
173,0.015220720566024906,0.01286740131725214,0.02353319280940157,0.013504547998309135,0.01214031595736742,0.013642316800542176,0.00025
174,0.014651049737279353,0.01274837886816577,0.019026708305127135,0.011236330727115273,0.009385729557834566,0.01850601378828287,0.00025
175,0.01386725843737,0.012035068774007653,0.018321896164898613,0.01400518836453557,0.011386986589059234,0.0261820174055174,0.00025
176,0.015461419610992858,0.012861703203893021,0.02599716354712942,0.019168545491993427,0.0165385112632066,0.026300341356545687,0.00025
177,0.014798845630139112,0.012751829295762275,0.020470162853598595,0.010819260962307453,0.009731133468449116,0.010881276451982558,0.00025
178,0.013405926206982449,0.011714153959857006,0.016917722771483425,0.01277145417407155,0.011473422520793974,0.012980317696928978,0.00025
179,0.01582316007759226,0.013596585804694578,0.022265741307484477,0.013700759503990412,0.011044187122024596,0.026565726031549275,0.00025
180,0.01358426737255956,0.01207958370153057,0.015046837065662993,0.01226271246559918,0.010056839557364583,0.022058727772673592,0.00025
181,0.012720318033212894,0.011106112334681185,0.01614205617653696,0.0125569065567106,0.01108539616689086,0.014715103665366769,0.00025
182,0.014471714115260463,0.012277259540401007,0.021944544896924573,0.012620139634236693,0.010433300980366766,0.021868390263989568,0.00025
183,0.014266617571640956,0.011682163801436362,0.02584453677072337,0.012465036939829588,0.010159637546166778,0.02305399574106559,0.00025
184,0.013981434222506849,0.011919525684788823,0.02061908536492602,0.012896420899778605,0.011693926528096199,0.01202494342578575,0.00025
185,0.014278192783852941,0.012351784266923604,0.019264084798602487,0.014003159711137414,0.012554243905469775,0.014489155844785273,0.00025
186,0.016366809189907815,0.013952502809268864,0.024143063640957207,0.012782141682691872,0.010270645725540817,0.025114958436461166,0.00025
187,0.01554977148771286,0.012734112060187678,0.028156592434051594,0.011192690581083298,0.010193911148235202,0.009987796074710786,0.00025
188,0.013718006544207273,0.011716241997323538,0.020017645551553487,0.01675875624641776,0.014107029186561704,0.026517268735915422,0.00025
189,0.014158170008541722,0.012115633384765763,0.020425364742741772,0.014100742526352406,0.011308783432468772,0.027919590851524845,0.00025
190,0.012888395717661632,0.011389519700682476,0.014988759716384505,0.013543575420044363,0.012227019527927041,0.013165558280888945,0.00025
191,0.013696085563615748,0.011677286428350368,0.020187991677391295,0.012304781004786491,0.010466794250532985,0.01837986521422863,0.00025
192,0.014219292782639203,0.012359272786661199,0.01860020003330551,0.010726795997470617,0.008860495639964938,0.0186630054959096,0.00025
193,0.012754412441465416,0.011313231698678513,0.01441180706330526,0.012901406269520521,0.011181846261024475,0.017195598920807242,0.00025
194,0.016327309961381712,0.014310096917477878,0.02017213040533917,0.013984925346449018,0.01266059116460383,0.013243339490145445,0.00025
195,0.012896878889908916,0.011133667240899644,0.017632116347637127,0.010272132465615869,0.009552754578180611,0.007193779048975557,0.00025
196,0.01411837381065676,0.011936790211812445,0.02181583568821416,0.01797915156930685,0.01544280769303441,0.025363438646309078,0.00025
197,0.015592377620602125,0.013230536353627318,0.023618412541078503,0.012752597220242023,0.0105127691058442,0.022398282075300813,0.00025
198,0.012622458296582886,0.011222016152092501,0.01400442171449724,0.012771578971296549,0.010269194841384888,0.025023838912602514,0.00025
199,0.013669449370354414,0.011867466995394543,0.018019823921158126,0.013189801713451743,0.010982601204887033,0.0220720071811229,0.00025
200,0.01319339672887796,0.011070532564956107,0.021228641081650398,0.015844721347093582,0.014214252820238471,0.016304683274938725,0.00025
201,0.013627459099026103,0.01208316609508505,0.015442930449927715,0.011370428372174501,0.009999931789934635,0.013704963959753513,0.00025
202,0.011875771169893835,0.010140861813469152,0.017349093919619918,0.01150452671572566,0.009475852595642209,0.02028674060420599,0.00025
203,0.01179443140465178,0.010313298835076,0.014811325824427369,0.011207218049094081,0.009529517032206059,0.01677701238077134,0.00025
204,0.013160206671608122,0.010986368613023507,0.0217383786680569,0.014018329791724682,0.01188044366426766,0.02137885964475572,0.00025
205,0.013558568972113886,0.01153799201557903,0.020205769847196183,0.013672680128365755,0.012029445264488459,0.01643234764924273,0.00025
206,0.013899493839983878,0.011755431904212424,0.021440619942854698,0.014822233933955431,0.011444752803072333,0.03377480688504875,0.00025
207,0.013662623290560748,0.011529883982515648,0.02132739247999301,0.015488731442019343,0.012714597629383206,0.027741335448808968,0.00025
208,0.012249692245141455,0.010448679242185071,0.01801012994684769,0.011093498906120658,0.009796847822144628,0.012966510956175625,0.00025
209,0.013366173193054763,0.011280013125781951,0.020861598923434747,0.011703002615831792,0.01068391080480069,0.010190920205786824,0.00025
210,0.014087584286339973,0.011478776994504426,0.026088072333215296,0.01521375635638833,0.01340513676404953,0.018086193886119872,0.00025
211,0.013084037033350844,0.011532253144603027,0.01551783836973635,0.012563288095407188,0.01161614409647882,0.009471438534092158,0.000125
212,0.013052224059050021,0.010924769197835735,0.021274548079083234,0.009534808690659702,0.008851683931425214,0.006831249454990029,0.000125
213,0.011978293291146034,0.009990714012498134,0.019875791757122466,0.009943733573891222,0.008998149540275335,0.009455838589929044,0.000125
214,0.010823019743455868,0.009286130974559407,0.015368887572549284,0.009200015920214355,0.008283951319754124,0.009160645095107611,0.000125
215,0.011524125933647156,0.009710259649804548,0.01813866223643632,0.009771120152436197,0.008836734341457486,0.009343856712803245,0.000125
216,0.012543855761913093,0.010219152882008961,0.023247028063786656,0.009696980589069426,0.008623992325738072,0.010729881352744997,0.000125
217,0.011105957943455954,0.009470908057042643,0.016350498867196667,0.010531015926972032,0.00923425133805722,0.012967646704055369,0.000125
218,0.011471703158397423,0.009700180778868105,0.017715224653090302,0.010060563450679183,0.008567157899960876,0.014934056554920971,0.000125
219,0.01138225189214082,0.009703512524107569,0.016787393187099185,0.013056449824944139,0.010676829377189279,0.023796205001417547,0.000125
220,0.011919547166479262,0.01017864943040829,0.017408977103370585,0.009576354874297976,0.00855789880733937,0.010184560786001384,0.000125
221,0.010863165346611487,0.009583685154977598,0.01279480156709293,0.012588827172294259,0.010786185972392559,0.0180264133377932,0.000125
222,0.012030756321588629,0.010361898580173912,0.016688576966867243,0.008823526906780899,0.00827740749809891,0.005461193970404565,0.000125
223,0.011074180972125185,0.009480665156029557,0.01593515807517657,0.009201222215779126,0.008205409860238433,0.00995812431210652,0.000125
224,0.011461133750057534,0.009672612895404822,0.017885209251146176,0.009573956136591733,0.008693811250850558,0.008801448857411742,0.000125
225,0.011281593518919851,0.009760934418361438,0.015206591578470053,0.009612876339815557,0.008588983677327633,0.010238925169687718,0.000125
226,0.010048817340774755,0.008875521071451275,0.011732963707273532,0.009751309524290264,0.008576847845688462,0.011744614545023069,0.000125
227,0.010540267146241507,0.009136371547356248,0.014038955991916163,0.009050599997863173,0.007972644409164786,0.010779556789202616,0.000125
228,0.010794059410201092,0.00929789769610292,0.014961616705956035,0.010092627257108688,0.00925740459933877,0.008352225238922983,0.000125
229,0.010665932314862547,0.009186437855915804,0.014794944154441748,0.010098878643475473,0.00840458762831986,0.016942908143391833,0.000125
230,0.011456982845342472,0.00976684067006174,0.016901421899858275,0.00945715548004955,0.008546256576664746,0.009108987404033542,0.000125
