model,n_params,MAE_K,RelativeL2,PeakAbsErr_K,R2,MeanInferenceTime_ms,BatchedInferenceTime_ms,MeanFEMSolveTime_ms,SpeedupVsFEM,SpeedupVsFEM_Batched
baseline,104321,0.10349922627210617,0.22306713461875916,0.3430547167857488,0.9269921292946318,54.94422336729864,56.01383599918335,8.495716750621796,0.15462438505734205,0.15167175393496812
