epoch,train_loss,train_field,train_peak,train_gradient,val_loss,val_field,val_peak,val_gradient,train_energy,val_energy,train_interface_flux,val_interface_flux,lr
1,2.2052472821540303,1.5835916712466211,4.704417082600735,0.6310181781235668,7.6527815237641335,7.08056328818202,2.170339062809944,0.763184055685997,3.32213230845001,8.519566297531128,2.661016496260547,7.331685435026884,0.001
2,1.679646802238292,1.3145409141046305,2.4106448387554136,0.4935829336237576,0.7517005559056997,0.5368979815393686,1.3890558229759336,0.4303204193711281,2.9177855756133795,1.5856321305036545,2.050326501691921,1.1334174759685993,0.001
3,0.9118162094511919,0.6716623940608567,1.4544252895506764,0.5012910600958599,0.7131708040833473,0.5473330784589052,1.0808460041880608,0.44893481209874153,2.014510042551491,1.2116607502102852,1.467826598479102,0.5536586353555322,0.001
4,0.6691810491805275,0.47886017596142155,1.0413527799383802,0.4599905444516076,0.5121882148087025,0.3984716050326824,0.612680000718683,0.4630421884357929,1.7722193501475783,1.1274553388357162,1.387084017921653,0.33736971765756607,0.001
5,0.5933272232715454,0.42941629032914835,0.8105819539337568,0.44893868681457305,0.6138293463736773,0.3520034048706293,1.3143835868686438,1.1783078573644161,1.7803435209724636,3.084315836429596,1.2399464425527387,0.4892934635281563,0.001
6,0.63557856861088,0.47333011051846874,0.6983657581958039,0.46959929520057303,0.3389423955231905,0.24156549060717225,0.3208847719943151,0.25483444333076477,1.846996900625527,1.0874288231134415,1.5995990806259215,1.539906807243824,0.001
7,0.4955494856565363,0.3707099473103881,0.4852068739597194,0.3390746742693914,0.28743233531713486,0.21180156897753477,0.27434794494183734,0.3453221973031759,1.5975033564286099,0.9742359407246113,1.3707526579706204,0.5722567178308964,0.001
8,0.3769210496813887,0.2689086139564299,0.5031318852836268,0.3309320625849068,0.24486255086958408,0.19675574684515595,0.13737675920128822,0.21446088887751102,1.2205501219464672,0.7085457816720009,0.8370820133325954,0.4737580958753824,0.001
9,0.3488388098258939,0.25273625436238945,0.39297933511846217,0.28999488769719994,0.1862243409268558,0.14611043315380812,0.1254560768029478,0.19432550109922886,1.1643355759895508,0.5968490168452263,0.950908123412066,0.29575230553746223,0.001
10,0.35196976089436144,0.2659642048594024,0.34928087748691417,0.2684347458804647,0.28868653252720833,0.23527543991804123,0.23850595916155726,0.17638579197227955,1.0400556122056313,0.6081377826631069,0.8427308390641377,0.4289225172251463,0.001
11,0.2724317782041099,0.19514214710539413,0.2874871571467439,0.23703788469235101,0.34472493827342987,0.28157589118927717,0.2756845885887742,0.2019226085394621,0.9656240911119514,0.7335564754903316,0.86882698106476,0.5406663995236158,0.001
12,0.3449690519935555,0.25341658051022226,0.3369180889421841,0.265544883803361,0.3271302739158273,0.2723934380337596,0.1900267555611208,0.24538625590503216,1.1993607726568976,0.8566228821873665,1.0298102125525475,0.3166195619851351,0.001
13,0.2353442600255625,0.1676952791167423,0.2062915895170742,0.2266303096483979,0.21843444043770432,0.1675681509077549,0.2990973628766369,0.14532360807061195,1.033447370864451,0.47931472957134247,0.7509680158820831,0.20520361233502626,0.001
14,0.2582237638481375,0.19166981026582006,0.29909398652024616,0.22001348435878754,0.36014911718666553,0.27984769735485315,0.45599197037518024,0.2718558758497238,0.8177855007557405,0.7886090539395809,0.4644085168838501,0.2668626056984067,0.001
15,0.24898715099940696,0.17834803366309238,0.3230814664550255,0.21673631269691718,0.3144829710945487,0.26259315200150013,0.1912035814311821,0.189767524600029,0.8346742073384423,0.8394265323877335,0.5400335714738402,0.32462807931005955,0.001
16,0.2069001094593356,0.14505479196345225,0.24659974701434192,0.20065750577487051,0.16491550765931606,0.12132738251239061,0.24024842941435054,0.1363355554640293,0.8369131730869412,0.40062737837433815,0.5207102368844466,0.2366977953352034,0.001
17,0.2476140924781147,0.18907705058033267,0.20572654953472616,0.1865613101205478,0.3066812651231885,0.2433874048292637,0.0684365636552684,0.2071703039109707,0.845620402911057,1.3445096649229527,0.5861954595893621,0.9600747972726822,0.001
18,0.21133011544588953,0.15157584340259847,0.22989283356259368,0.18723100294462508,0.1819578493013978,0.12980306101962924,0.19830817473120987,0.18545682355761528,0.805799329187721,0.7366835586726665,0.5643725788298373,0.41587295942008495,0.001
19,0.24434477559083864,0.1739864911715914,0.35305770190583036,0.19205220097986359,0.18472490413114429,0.0977032242808491,0.548808339444804,0.24668708443641663,0.7834317566206057,0.795805286616087,0.4890634092605776,0.1945190206170082,0.001
20,0.21730324460400474,0.16098890787300962,0.20987790514077964,0.17732816241267654,0.15194675559177995,0.11796281021088362,0.11365165887400508,0.17948685586452484,0.7951240873274703,0.5301178470253944,0.5278829392821838,0.15210399962961674,0.001
21,0.17966128363170555,0.13665989611763507,0.15308455544759958,0.1564862228826516,0.11245267605409026,0.08531405497342348,0.08527934234007262,0.14009661227464676,0.6373739038180145,0.45172159373760223,0.35605720966123044,0.1285712798126042,0.001
22,0.14839007041882724,0.10586187180079933,0.17312097724748632,0.1464879863585035,0.1264135749079287,0.08819392847362906,0.1635397559221019,0.16411345172673464,0.56228827788598,0.5379002541303635,0.33229678685569924,0.1450999192893505,0.001
23,0.2052537606149498,0.15347715803525513,0.2180154841755413,0.16244558653690747,0.13727396354079247,0.09594203205779195,0.21761001452978235,0.11172351334244013,0.6465953024259458,0.4453720673918724,0.4460434664894516,0.253865709528327,0.001
24,0.1752386064035818,0.12966886268825167,0.18476610132155555,0.15234147933208278,0.3236725591123104,0.29065664764493704,0.09768042294308543,0.13984845206141472,0.6065743605399297,0.6245303750038147,0.3672286765649915,0.18824181985110044,0.001
25,0.1541792006852726,0.11649025860889296,0.13945362157690194,0.13468463993113902,0.08739938819780946,0.06742563424631953,0.050135574070736766,0.10686715599149466,0.538843254558742,0.35924129001796246,0.3116241473601096,0.12160062603652477,0.001
